FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Distance
2024-02-01,AA,ATL,DEN,1259,1540,0.0,-5.8,0,0,0.0,0.0,0.0,0.0,0.0,839
2024-02-01,F9,DFW,BOS,0938,1155,0.0,8.2,0,0,0.0,0.0,0.0,0.0,0.0,565
2024-02-01,F9,PHX,CLT,1041,1317,0.0,4.1,0,0,0.0,0.0,0.0,0.0,0.0,466
2024-02-01,B6,LAS,LAX,0635,0939,0.3,1.5,0,0,0.0,0.0,0.0,0.0,0.0,1245
2024-02-01,NK,PHX,JFK,1649,1821,0.0,-4.6,0,0,0.0,0.0,0.0,0.0,0.0,981
2024-02-01,WN,ATL,BOS,1654,1827,0.0,-6.6,0,0,0.0,0.0,0.0,0.0,0.0,946
2024-02-01,HA,PHX,SEA,0848,1037,10.4,18.2,0,0,0.0,0.0,0.0,0.0,0.0,1010
2024-02-01,WN,LAS,SFO,1429,1631,10.9,4.9,0,0,0.0,0.0,0.0,0.0,0.0,1416
2024-02-01,B6,SEA,JFK,1836,2053,0.0,-17.0,0,0,0.0,0.0,0.0,0.0,0.0,204
2024-02-01,F9,JFK,LAS,1913,2146,0.0,-3.5,0,0,0.0,0.0,0.0,0.0,0.0,619
2024-02-01,B6,MCO,DEN,1654,1820,0.0,-7.0,0,0,0.0,0.0,0.0,0.0,0.0,673
2024-02-01,G4,MCO,PHX,1127,1321,0.0,0.7,0,0,0.0,0.0,0.0,0.0,0.0,475
2024-02-01,HA,ORD,JFK,1920,2113,0.0,-2.3,0,0,0.0,0.0,0.0,0.0,0.0,397
2024-02-01,UA,LAS,CLT,1714,1844,69.7,60.6,0,0,20.0,0.0,11.0,0.0,0.0,15
2024-02-01,G4,MCO,BOS,1436,1718,0.0,7.9,0,0,0.0,0.0,0.0,0.0,0.0,810
2024-02-01,F9,ATL,SFO,1537,1746,11.8,15.7,0,0,0.0,0.0,0.0,0.0,0.0,850
2024-02-01,DL,MCO,ATL,1753,2020,0.0,9.9,0,0,0.0,0.0,0.0,0.0,0.0,819
2024-02-01,DL,PHX,JFK,1148,1328,0.0,-1.9,0,0,0.0,0.0,0.0,0.0,0.0,594
2024-02-01,AS,MCO,SEA,0752,1036,0.0,-7.3,0,0,0.0,0.0,0.0,0.0,0.0,884
2024-02-01,NK,SEA,LAX,1118,1359,23.5,21.5,0,0,0.0,0.0,2.0,0.0,0.0,1138
2024-02-01,G4,BOS,PHX,1343,1646,10.1,27.3,0,0,0.0,0.0,0.0,0.0,0.0,672
2024-02-01,DL,PHX,SEA,1708,1911,19.6,20.5,0,0,0.0,13.0,3.0,0.0,6.0,727
2024-02-01,NK,MIA,LAS,1942,2217,0.0,-8.4,0,0,0.0,0.0,0.0,0.0,0.0,658
2024-02-01,F9,LAX,BOS,0757,0829,0.0,-8.1,0,0,0.0,0.0,0.0,0.0,0.0,987
2024-02-01,NK,JFK,DFW,2017,2218,0.0,-9.8,0,0,0.0,0.0,0.0,0.0,0.0,814
2024-02-01,AA,PHX,MCO,1352,1546,4.9,-7.5,0,0,0.0,0.0,0.0,0.0,0.0,831
2024-02-01,F9,ORD,DFW,1822,2106,0.0,16.1,0,0,0.0,0.0,0.0,0.0,0.0,826
2024-02-01,DL,JFK,ATL,1242,1503,22.3,28.6,0,0,9.0,0.0,0.0,0.0,23.0,920
2024-02-01,DL,MIA,SFO,1850,2143,0.0,1.8,0,0,0.0,0.0,0.0,0.0,0.0,580
2024-02-01,G4,LAS,ORD,0654,0847,0.1,27.7,0,0,0.0,0.0,0.0,0.0,0.0,322
2024-02-01,UA,PHX,DEN,1523,1654,0.0,8.1,0,0,0.0,0.0,0.0,0.0,0.0,430
2024-02-01,B6,DFW,BOS,1816,1929,0.0,-3.0,0,0,0.0,0.0,0.0,0.0,0.0,969
2024-02-01,UA,SFO,LAS,0907,1102,0.0,14.9,0,0,0.0,0.0,0.0,0.0,0.0,930
2024-02-01,HA,IAH,SFO,1128,1454,17.2,30.2,0,0,16.0,3.0,31.0,0.0,0.0,814
2024-02-01,B6,PHX,IAH,2118,2323,0.0,7.7,0,1,,,,,,518
2024-02-01,WN,CLT,LAS,0724,0950,0.0,-21.9,0,0,0.0,0.0,0.0,0.0,0.0,727
2024-02-01,AA,LAX,SFO,1659,1831,0.0,0.8,0,0,0.0,0.0,0.0,0.0,0.0,379
2024-02-01,WN,MCO,ATL,1847,2127,0.2,8.0,0,0,0.0,0.0,0.0,0.0,0.0,892
2024-02-01,B6,CLT,LAS,0909,1128,3.1,8.3,0,0,0.0,0.0,0.0,0.0,0.0,913
2024-02-01,UA,LAX,SEA,1317,1412,2.1,9.7,0,0,0.0,0.0,0.0,0.0,0.0,382
2024-02-01,AA,IAH,CLT,1248,1452,1.1,12.6,0,0,0.0,0.0,0.0,0.0,0.0,438
2024-02-01,AA,MIA,MCO,1418,1624,0.0,4.1,0,0,0.0,0.0,0.0,0.0,0.0,538
2024-02-01,AA,ATL,CLT,1849,2055,0.0,-5.8,0,0,0.0,0.0,0.0,0.0,0.0,675
2024-02-01,NK,MCO,LAS,0922,1122,0.0,7.8,0,0,0.0,0.0,0.0,0.0,0.0,951
2024-02-01,B6,DFW,SEA,1149,1313,0.1,8.8,0,0,0.0,0.0,0.0,0.0,0.0,968
2024-02-01,WN,BOS,ORD,2106,2200,11.8,-9.7,0,0,0.0,0.0,0.0,0.0,0.0,864
