FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Distance
2023-01-01,DL,MIA,IAH,1427,1601,50.5,53.3,0,0,0.0,0.0,17.0,0.0,0.0,938
2023-01-01,NK,MIA,BOS,2030,2229,0.0,1.6,1,0,,,,,,613
2023-01-01,NK,SEA,MIA,0849,1013,53.5,71.6,0,0,0.0,0.0,0.0,0.0,10.0,438
2023-01-01,B6,SFO,DFW,0802,0931,26.0,33.0,0,0,1.0,0.0,21.0,0.0,0.0,340
2023-01-01,DL,CLT,LAS,1509,1723,0.0,17.8,0,0,0.0,0.0,0.0,0.0,0.0,340
2023-01-01,WN,JFK,LAX,1521,1720,0.0,3.6,0,0,0.0,0.0,0.0,0.0,0.0,734
2023-01-01,UA,DEN,CLT,0831,1137,0.0,17.4,0,0,0.0,0.0,0.0,0.0,0.0,876
2023-01-01,F9,JFK,MCO,1512,1642,0.0,-8.7,0,0,0.0,0.0,0.0,0.0,0.0,1001
2023-01-01,WN,DEN,JFK,0911,1131,21.3,13.5,0,0,0.0,8.0,8.0,0.0,0.0,898
2023-01-01,G4,LAX,ATL,1817,1943,21.6,31.3,0,0,0.0,47.0,0.0,0.0,0.0,1729
2023-01-01,HA,DFW,PHX,1738,2005,0.0,-2.1,0,0,0.0,0.0,0.0,0.0,0.0,586
2023-01-01,F9,PHX,DEN,1228,1402,0.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,950
2023-01-01,UA,BOS,IAH,1202,1307,0.0,-8.6,0,0,0.0,0.0,0.0,0.0,0.0,1019
2023-01-01,B6,SFO,MCO,0936,1145,0.0,-14.0,0,0,0.0,0.0,0.0,0.0,0.0,892
2023-01-01,AS,LAS,BOS,1820,2028,42.9,31.8,0,0,0.0,50.0,0.0,0.0,0.0,479
2023-01-01,WN,IAH,DEN,1440,1643,0.0,7.7,0,0,0.0,0.0,0.0,0.0,0.0,404
2023-01-01,G4,JFK,LAS,1344,1524,22.3,35.1,0,0,0.0,0.0,0.0,0.0,0.0,644
2023-01-01,NK,SFO,DEN,1413,1624,27.1,30.7,0,0,0.0,0.0,0.0,0.0,0.0,217
