FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Distance
2023-04-01,WN,CLT,SEA,1821,2015,0.0,1.2,0,0,0.0,0.0,0.0,0.0,0.0,434
2023-04-01,G4,PHX,DFW,2115,2253,3.7,13.5,0,0,0.0,0.0,0.0,0.0,0.0,968
2023-04-01,AA,LAX,MIA,1331,1531,0.0,-1.2,0,0,0.0,0.0,0.0,0.0,0.0,951
2023-04-01,WN,ATL,PHX,0943,1108,0.0,-11.3,0,0,0.0,0.0,0.0,0.0,0.0,1079
2023-04-01,AA,SFO,SEA,1931,2216,0.0,-4.9,1,0,,,,,,1053
2023-04-01,DL,DEN,MIA,1844,2126,0.0,10.1,0,0,0.0,0.0,0.0,0.0,0.0,950
2023-04-01,HA,MIA,JFK,0919,1108,0.0,22.2,0,0,0.0,0.0,0.0,0.0,0.0,240
2023-04-01,AA,PHX,SEA,1340,1539,0.0,1.9,0,0,0.0,0.0,0.0,0.0,0.0,794
2023-04-01,AA,MCO,JFK,1251,1505,0.0,13.2,0,0,0.0,0.0,0.0,0.0,0.0,1087
2023-04-01,UA,IAH,ATL,1720,1928,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,1120
2023-04-01,F9,IAH,ATL,2145,0000,0.0,8.5,0,0,0.0,0.0,0.0,0.0,0.0,642
2023-04-01,G4,SFO,CLT,1948,2145,0.0,-2.0,0,0,0.0,0.0,0.0,0.0,0.0,186
2023-04-01,WN,PHX,CLT,0855,1119,0.0,-13.0,0,0,0.0,0.0,0.0,0.0,0.0,587
2023-04-01,HA,ATL,LAS,2029,2219,0.0,4.5,0,0,0.0,0.0,0.0,0.0,0.0,869
2023-04-01,AA,DFW,JFK,1555,1649,0.0,-7.8,0,0,0.0,0.0,0.0,0.0,0.0,965
2023-04-01,WN,ATL,LAS,1856,2137,8.3,9.3,0,0,0.0,0.0,0.0,0.0,0.0,1080
2023-04-01,G4,IAH,DFW,1413,1605,17.9,28.8,0,0,0.0,0.0,0.0,0.0,58.0,270
2023-04-01,F9,SFO,DEN,2121,2321,0.0,-7.6,0,0,0.0,0.0,0.0,0.0,0.0,671
2023-04-01,B6,DEN,BOS,0844,1003,0.0,-3.2,0,1,,,,,,473
2023-04-01,HA,SEA,ORD,1635,1857,0.0,11.3,0,0,0.0,0.0,0.0,0.0,0.0,624
2023-04-01,UA,ORD,SFO,0937,1121,0.0,-10.2,0,0,0.0,0.0,0.0,0.0,0.0,514
2023-04-01,AA,CLT,MCO,0911,1150,1.3,-1.4,0,0,0.0,0.0,0.0,0.0,0.0,318
2023-04-01,HA,DFW,PHX,1504,1657,31.6,30.7,0,0,3.0,0.0,15.0,0.0,0.0,807
2023-04-01,AS,BOS,CLT,2102,2327,24.5,13.9,0,0,0.0,84.0,3.0,0.0,0.0,1171
2023-04-01,B6,ATL,LAS,2006,2110,19.6,25.8,0,0,4.0,9.0,9.0,0.0,0.0,835
2023-04-01,DL,SFO,JFK,1803,2019,0.0,-4.6,0,0,0.0,0.0,0.0,0.0,0.0,444
2023-04-01,B6,PHX,MCO,1035,1307,0.0,2.7,0,0,0.0,0.0,0.0,0.0,0.0,1173
2023-04-01,DL,JFK,DEN,2149,2350,4.3,-9.9,0,1,,,,,,462
2023-04-01,AA,ORD,MCO,1729,1918,0.8,-17.5,0,0,0.0,0.0,0.0,0.0,0.0,404
2023-04-01,HA,DEN,ORD,1433,1602,0.7,5.7,0,0,0.0,0.0,0.0,0.0,0.0,961
2023-04-01,DL,SFO,MIA,1140,1420,0.0,-8.4,0,0,0.0,0.0,0.0,0.0,0.0,889
2023-04-01,WN,DEN,LAS,1317,1534,0.0,-18.8,0,0,0.0,0.0,0.0,0.0,0.0,1016
2023-04-01,HA,DFW,JFK,0711,0845,0.0,14.4,0,0,0.0,0.0,0.0,0.0,0.0,707
2023-04-01,B6,JFK,MIA,0823,1009,0.0,5.3,0,0,0.0,0.0,0.0,0.0,0.0,857
2023-04-01,AS,JFK,DFW,2019,2130,0.0,-8.7,0,0,0.0,0.0,0.0,0.0,0.0,871
2023-04-01,G4,MIA,ORD,1423,1707,84.5,97.9,0,0,0.0,0.0,72.0,0.0,0.0,657
2023-04-01,B6,MIA,BOS,0730,0933,10.5,10.8,0,0,0.0,0.0,0.0,0.0,0.0,300
2023-04-01,UA,JFK,ORD,1027,1234,0.0,7.4,0,0,0.0,0.0,0.0,0.0,0.0,1241
