FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Distance
2023-03-01,B6,SFO,IAH,2011,2313,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,410
2023-03-01,NK,LAS,MCO,0757,0946,0.0,16.4,0,0,0.0,0.0,0.0,0.0,0.0,775
2023-03-01,G4,DEN,DFW,2121,2305,25.4,19.6,0,0,0.0,0.0,5.0,0.0,0.0,645
2023-03-01,AS,CLT,JFK,1647,1836,19.6,4.5,0,0,0.0,0.0,0.0,0.0,24.0,704
2023-03-01,DL,MIA,IAH,1703,1857,0.0,23.9,0,0,0.0,0.0,0.0,0.0,0.0,372
2023-03-01,AS,LAX,ATL,0833,0940,20.4,9.1,0,0,25.0,0.0,5.0,0.0,0.0,988
2023-03-01,NK,SEA,DFW,1717,1930,0.0,-0.1,0,0,0.0,0.0,0.0,0.0,0.0,1223
2023-03-01,HA,MCO,ORD,0746,0929,10.9,-2.4,0,0,0.0,0.0,0.0,0.0,0.0,670
2023-03-01,DL,JFK,ATL,0937,1112,22.7,25.9,0,0,0.0,0.0,0.0,0.0,0.0,619
2023-03-01,F9,LAS,SFO,0654,0921,0.0,7.7,0,0,0.0,0.0,0.0,0.0,0.0,1146
2023-03-01,WN,DFW,MIA,1505,1607,1.8,20.5,0,0,0.0,0.0,0.0,0.0,0.0,482
2023-03-01,AA,SFO,MIA,0925,1114,14.3,15.8,0,0,0.0,0.0,0.0,0.0,0.0,316
2023-03-01,AA,ORD,LAX,1335,1430,4.7,-1.5,0,0,0.0,0.0,0.0,0.0,0.0,1169
2023-03-01,G4,CLT,ATL,1030,1314,0.0,-4.7,0,0,0.0,0.0,0.0,0.0,0.0,600
2023-03-01,G4,DFW,BOS,1640,1831,0.0,7.8,0,0,0.0,0.0,0.0,0.0,0.0,954
2023-03-01,AA,MCO,LAS,0926,1116,0.9,-0.4,0,0,0.0,0.0,0.0,0.0,0.0,761
2023-03-01,AS,SFO,DEN,1047,1257,0.0,25.8,0,0,0.0,0.0,0.0,0.0,0.0,1057
2023-03-01,AA,MCO,ORD,1714,1950,0.0,-19.5,0,0,0.0,0.0,0.0,0.0,0.0,911
2023-03-01,B6,CLT,MIA,1620,1754,3.1,0.6,0,0,0.0,0.0,0.0,0.0,0.0,727
2023-03-01,G4,LAX,BOS,0728,1000,0.0,-1.2,0,0,0.0,0.0,0.0,0.0,0.0,396
2023-03-01,AS,ATL,CLT,1853,2105,0.0,-1.5,0,0,0.0,0.0,0.0,0.0,0.0,1020
2023-03-01,UA,DFW,PHX,1155,1353,0.0,-3.7,0,0,0.0,0.0,0.0,0.0,0.0,459
2023-03-01,B6,CLT,MIA,1726,1948,8.1,-5.6,0,0,0.0,0.0,0.0,0.0,0.0,1579
