FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Distance
2023-08-01,HA,DEN,CLT,1641,1843,0.0,-4.7,0,0,0.0,0.0,0.0,0.0,0.0,887
2023-08-01,UA,CLT,DFW,2021,2131,18.7,23.2,0,0,0.0,0.0,8.0,0.0,112.0,552
2023-08-01,B6,PHX,IAH,1329,1518,0.0,12.6,0,0,0.0,0.0,0.0,0.0,0.0,527
2023-08-01,G4,PHX,LAS,2123,2356,0.0,17.6,0,0,0.0,0.0,0.0,0.0,0.0,1033
2023-08-01,AA,MCO,BOS,1607,1829,0.0,-4.2,0,0,0.0,0.0,0.0,0.0,0.0,960
2023-08-01,AS,DFW,MIA,1722,1913,0.0,21.1,0,0,0.0,0.0,0.0,0.0,0.0,735
2023-08-01,UA,PHX,DFW,0922,1047,0.0,-8.5,0,0,0.0,0.0,0.0,0.0,0.0,1465
2023-08-01,AA,JFK,SFO,1108,1249,0.0,-6.5,0,0,0.0,0.0,0.0,0.0,0.0,1051
2023-08-01,DL,ORD,SFO,0912,1114,0.0,6.3,0,0,0.0,0.0,0.0,0.0,0.0,98
2023-08-01,G4,MIA,BOS,1436,1635,6.5,-3.8,0,0,0.0,0.0,0.0,0.0,0.0,332
2023-08-01,HA,DFW,SEA,1219,1345,0.0,-18.0,0,0,0.0,0.0,0.0,0.0,0.0,645
2023-08-01,UA,LAS,ORD,1643,1851,0.0,-7.3,0,0,0.0,0.0,0.0,0.0,0.0,99
2023-08-01,F9,LAS,ORD,1417,1556,0.0,-1.1,0,0,0.0,0.0,0.0,0.0,0.0,519
2023-08-01,G4,JFK,LAX,1232,1500,0.0,11.7,0,0,0.0,0.0,0.0,0.0,0.0,1233
2023-08-01,B6,BOS,CLT,1805,2037,0.0,-25.0,0,0,0.0,0.0,0.0,0.0,0.0,490
2023-08-01,UA,LAX,IAH,1811,2025,9.4,8.9,1,0,,,,,,600
2023-08-01,B6,BOS,SFO,1834,2057,18.3,13.6,0,0,0.0,0.0,0.0,0.0,0.0,1000
2023-08-01,AS,BOS,MIA,2007,2231,0.0,-12.5,0,0,0.0,0.0,0.0,0.0,0.0,997
2023-08-01,F9,ATL,LAS,1758,2015,0.8,2.2,0,0,0.0,0.0,0.0,0.0,0.0,628
2023-08-01,AS,DFW,LAX,1746,2031,0.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,480
2023-08-01,NK,JFK,BOS,1104,1253,0.0,12.7,0,0,0.0,0.0,0.0,0.0,0.0,1017
2023-08-01,AS,SEA,ATL,1511,1727,1.0,-1.4,0,0,0.0,0.0,0.0,0.0,0.0,429
2023-08-01,G4,ORD,IAH,0857,1105,0.0,-18.5,0,0,0.0,0.0,0.0,0.0,0.0,1053
2023-08-01,HA,ORD,CLT,1448,1624,7.5,-0.6,0,0,0.0,0.0,0.0,0.0,0.0,392
2023-08-01,UA,PHX,MCO,2052,2224,0.0,-10.0,0,0,0.0,0.0,0.0,0.0,0.0,985
2023-08-01,UA,SFO,DEN,1039,1325,0.0,-20.8,0,0,0.0,0.0,0.0,0.0,0.0,962
2023-08-01,UA,CLT,PHX,1453,1633,0.0,4.8,0,0,0.0,0.0,0.0,0.0,0.0,737
2023-08-01,DL,BOS,ORD,1956,2144,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,850
2023-08-01,WN,ORD,LAX,1524,1754,0.0,-10.4,0,0,0.0,0.0,0.0,0.0,0.0,874
2023-08-01,B6,ATL,MIA,1644,1826,0.0,6.9,0,0,0.0,0.0,0.0,0.0,0.0,605
2023-08-01,HA,SFO,SEA,0635,0852,0.0,-14.4,0,0,0.0,0.0,0.0,0.0,0.0,973
2023-08-01,AA,JFK,LAX,2111,2301,0.0,-15.5,0,0,0.0,0.0,0.0,0.0,0.0,565
2023-08-01,B6,JFK,MIA,0753,1013,0.0,10.1,0,0,0.0,0.0,0.0,0.0,0.0,282
2023-08-01,DL,SEA,PHX,1828,2034,0.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,762
2023-08-01,AA,DEN,ORD,0951,1201,5.8,13.4,0,0,0.0,0.0,0.0,0.0,0.0,369
2023-08-01,AA,MCO,DFW,1627,1835,0.0,-16.8,0,0,0.0,0.0,0.0,0.0,0.0,793
2023-08-01,WN,LAS,ATL,1044,1306,0.0,1.4,0,0,0.0,0.0,0.0,0.0,0.0,879
2023-08-01,DL,MIA,BOS,1048,1238,0.0,3.9,0,0,0.0,0.0,0.0,0.0,0.0,881
2023-08-01,F9,SFO,PHX,1336,1629,0.0,-3.8,0,0,0.0,0.0,0.0,0.0,0.0,774
2023-08-01,AS,DEN,ATL,0624,0816,2.7,0.4,0,0,0.0,0.0,0.0,0.0,0.0,689
2023-08-01,NK,MCO,DFW,0933,1151,0.0,-4.2,0,0,0.0,0.0,0.0,0.0,0.0,1051
2023-08-01,WN,DFW,ORD,1900,2124,0.0,-6.6,0,0,0.0,0.0,0.0,0.0,0.0,946
2023-08-01,NK,DEN,BOS,1035,1203,0.0,-17.0,0,0,0.0,0.0,0.0,0.0,0.0,-200
2023-08-01,WN,ATL,DFW,1503,1715,0.0,-25.9,0,0,0.0,0.0,0.0,0.0,0.0,1325
2023-08-01,G4,LAS,BOS,2002,2220,0.0,-4.6,0,0,0.0,0.0,0.0,0.0,0.0,344
2023-08-01,UA,ORD,IAH,0937,1130,0.0,17.8,0,0,0.0,0.0,0.0,0.0,0.0,945
