FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Distance
2022-12-01,G4,BOS,SEA,1949,2142,0.0,-4.9,0,0,0.0,0.0,0.0,0.0,0.0,912
2022-12-01,WN,SFO,SEA,1019,1212,0.0,7.5,0,0,0.0,0.0,0.0,0.0,0.0,617
2022-12-01,NK,DEN,LAX,1504,1701,56.6,66.9,0,0,0.0,0.0,0.0,0.0,21.0,483
2022-12-01,DL,DEN,CLT,0843,1115,0.0,0.7,0,0,0.0,0.0,0.0,0.0,0.0,159
2022-12-01,AS,LAX,MCO,1415,1702,0.0,6.3,0,0,0.0,0.0,0.0,0.0,0.0,481
2022-12-01,UA,LAS,IAH,0909,1027,0.0,6.8,0,0,0.0,0.0,0.0,0.0,0.0,505
2022-12-01,HA,SFO,ATL,1837,2057,0.0,-8.1,0,0,0.0,0.0,0.0,0.0,0.0,667
2022-12-01,UA,LAS,JFK,1942,2137,0.0,-7.7,0,0,0.0,0.0,0.0,0.0,0.0,805
2022-12-01,AS,ATL,MIA,1308,1438,31.3,30.5,0,0,0.0,0.0,0.0,0.0,6.0,1082
2022-12-01,UA,PHX,LAX,0953,1159,0.0,-0.2,0,0,0.0,0.0,0.0,0.0,0.0,349
2022-12-01,DL,ORD,PHX,2035,2216,35.3,28.2,0,0,12.0,0.0,0.0,0.0,0.0,534
2022-12-01,UA,DFW,LAX,0859,1045,0.0,-6.8,0,0,0.0,0.0,0.0,0.0,0.0,632
2022-12-01,AS,LAS,ATL,0909,1139,13.8,23.9,1,0,,,,,,1054
2022-12-01,WN,DFW,IAH,0604,0743,0.0,5.9,0,0,0.0,0.0,0.0,0.0,0.0,682
2022-12-01,F9,ORD,ATL,0746,0911,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,1242
2022-12-01,NK,CLT,MIA,0749,0934,0.0,1.9,0,0,0.0,0.0,0.0,0.0,0.0,1133
2022-12-01,AS,LAS,JFK,0902,1120,13.5,14.7,0,0,0.0,0.0,0.0,0.0,0.0,1176
2022-12-01,UA,DFW,IAH,1336,1526,0.0,19.3,0,0,0.0,0.0,0.0,0.0,0.0,1372
2022-12-01,WN,PHX,JFK,1354,1603,0.0,-5.5,0,0,0.0,0.0,0.0,0.0,0.0,655
2022-12-01,DL,ORD,JFK,2137,0012,5.8,15.1,0,0,0.0,0.0,0.0,0.0,0.0,553
2022-12-01,DL,MCO,ORD,2150,0013,20.1,16.3,0,0,7.0,31.0,0.0,0.0,0.0,675
2022-12-01,HA,MIA,CLT,1312,1551,0.0,7.1,0,0,0.0,0.0,0.0,0.0,0.0,736
2022-12-01,DL,ATL,MIA,0820,0951,0.0,-0.3,0,0,0.0,0.0,0.0,0.0,0.0,1008
2022-12-01,AS,MIA,ATL,1035,1243,0.0,0.7,0,0,0.0,0.0,0.0,0.0,0.0,804
2022-12-01,WN,MCO,ATL,1132,1347,0.0,-18.3,0,0,0.0,0.0,0.0,0.0,0.0,1127
2022-12-01,WN,ORD,MIA,1149,1319,0.0,22.7,0,0,0.0,0.0,0.0,0.0,0.0,1140
2022-12-01,AS,PHX,LAS,2130,2346,10.4,20.5,1,0,,,,,,606
2022-12-01,DL,DFW,DEN,1117,1314,27.4,25.0,0,0,26.0,0.0,0.0,0.0,17.0,876
2022-12-01,AS,CLT,MIA,0943,1101,0.0,1.7,0,0,0.0,0.0,0.0,0.0,0.0,912
