FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Distance
2023-09-01,G4,DEN,MIA,0605,0756,0.0,1.2,0,0,0.0,0.0,0.0,0.0,0.0,1054
2023-09-01,AA,BOS,JFK,1833,2049,0.0,-8.2,0,0,0.0,0.0,0.0,0.0,0.0,213
2023-09-01,HA,LAS,CLT,2109,2313,0.0,-10.5,0,0,0.0,0.0,0.0,0.0,0.0,287
2023-09-01,F9,DEN,MIA,0954,1152,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,202
2023-09-01,NK,LAS,DFW,1819,2008,0.0,-3.3,0,0,0.0,0.0,0.0,0.0,0.0,881
2023-09-01,F9,DFW,IAH,1029,1214,28.3,20.8,0,0,0.0,2.0,0.0,0.0,0.0,998
2023-09-01,UA,CLT,LAS,0713,0833,5.2,-1.1,0,0,0.0,0.0,0.0,0.0,0.0,840
2023-09-01,AA,IAH,LAX,2124,2248,0.0,-2.9,0,0,0.0,0.0,0.0,0.0,0.0,858
2023-09-01,F9,DEN,SEA,1428,1555,10.9,-1.1,0,0,0.0,0.0,0.0,0.0,0.0,993
2023-09-01,G4,LAS,ATL,0824,1122,0.0,-6.4,0,0,0.0,0.0,0.0,0.0,0.0,708
2023-09-01,UA,SFO,DEN,1535,1751,2.7,-1.4,0,0,0.0,0.0,0.0,0.0,0.0,1287
2023-09-01,G4,SEA,BOS,1839,2023,0.0,4.6,0,0,0.0,0.0,0.0,0.0,0.0,817
2023-09-01,G4,LAS,SEA,1203,1350,0.0,-7.4,0,0,0.0,0.0,0.0,0.0,0.0,190
2023-09-01,F9,IAH,JFK,0938,1110,0.0,-21.8,1,0,,,,,,1181
2023-09-01,NK,JFK,ORD,0759,0959,0.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,60
2023-09-01,G4,LAX,SFO,1954,2203,0.0,11.7,0,0,0.0,0.0,0.0,0.0,0.0,1064
2023-09-01,F9,ORD,MIA,0708,0940,0.0,8.9,0,0,0.0,0.0,0.0,0.0,0.0,595
2023-09-01,AA,LAS,LAX,1803,2052,0.0,-1.3,0,0,0.0,0.0,0.0,0.0,0.0,914
2023-09-01,WN,SEA,CLT,1714,1845,12.3,10.9,0,0,0.0,0.0,0.0,0.0,0.0,974
2023-09-01,B6,IAH,DFW,0720,0943,0.0,24.0,0,0,0.0,0.0,0.0,0.0,0.0,750
2023-09-01,DL,DEN,SFO,1053,1239,42.0,33.8,0,0,0.0,0.0,29.0,0.0,0.0,876
2023-09-01,AA,ORD,PHX,1126,1306,0.0,-1.3,0,0,0.0,0.0,0.0,0.0,0.0,816
2023-09-01,WN,SEA,LAS,1939,2159,0.0,2.2,0,0,0.0,0.0,0.0,0.0,0.0,1361
2023-09-01,B6,MCO,PHX,0619,0808,0.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,298
2023-09-01,G4,SEA,IAH,1807,1910,0.0,3.4,0,0,0.0,0.0,0.0,0.0,0.0,1301
2023-09-01,AA,CLT,LAX,2111,2234,0.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,1097
2023-09-01,DL,ATL,DFW,0651,0845,0.0,-5.2,0,0,0.0,0.0,0.0,0.0,0.0,780
2023-09-01,G4,DEN,ORD,1334,1615,0.0,10.2,0,0,0.0,0.0,0.0,0.0,0.0,940
2023-09-01,DL,JFK,ORD,1212,1446,0.0,8.6,0,0,0.0,0.0,0.0,0.0,0.0,690
2023-09-01,WN,SEA,SFO,1205,1328,0.0,10.2,0,0,0.0,0.0,0.0,0.0,0.0,579
2023-09-01,G4,LAX,SEA,1318,1511,71.7,69.4,0,0,28.0,0.0,6.0,0.0,22.0,787
2023-09-01,G4,BOS,JFK,1754,2001,0.0,3.3,0,0,0.0,0.0,0.0,0.0,0.0,751
2023-09-01,NK,LAX,ATL,2007,2131,29.1,36.2,0,0,0.0,0.0,0.0,0.0,0.0,1243
2023-09-01,B6,PHX,LAX,1950,2153,0.0,24.8,0,0,0.0,0.0,0.0,0.0,0.0,878
2023-09-01,AA,JFK,PHX,1121,1349,0.0,-0.5,0,0,0.0,0.0,0.0,0.0,0.0,115
2023-09-01,HA,LAX,SFO,1131,1404,0.0,-17.4,0,0,0.0,0.0,0.0,0.0,0.0,325
2023-09-01,B6,IAH,CLT,0951,1225,0.0,3.5,0,0,0.0,0.0,0.0,0.0,0.0,1440
2023-09-01,WN,BOS,MIA,1334,1556,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,936
2023-09-01,AS,PHX,JFK,1221,1508,0.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,990
2023-09-01,AA,SEA,LAS,1250,1348,0.3,14.0,0,0,0.0,0.0,0.0,0.0,0.0,972
2023-09-01,B6,JFK,PHX,1843,2044,0.0,7.4,0,0,0.0,0.0,0.0,0.0,0.0,1137
2023-09-01,F9,LAX,ORD,0819,1030,11.5,21.3,0,0,0.0,0.0,0.0,0.0,0.0,1058
2023-09-01,B6,DEN,SFO,1116,1316,0.0,12.8,0,0,0.0,0.0,0.0,0.0,0.0,1138
2023-09-01,HA,PHX,DFW,2158,2325,0.0,-9.7,0,0,0.0,0.0,0.0,0.0,0.0,637
2023-09-01,UA,SFO,LAX,0610,0749,0.0,-5.5,0,0,0.0,0.0,0.0,0.0,0.0,984
2023-09-01,G4,IAH,CLT,1022,1248,0.0,-1.4,0,0,0.0,0.0,0.0,0.0,0.0,-84
2023-09-01,AA,JFK,DFW,1747,2046,1.5,25.9,0,0,0.0,0.0,0.0,0.0,0.0,535
2023-09-01,AA,LAS,MCO,1106,1304,0.0,20.6,0,0,0.0,0.0,0.0,0.0,0.0,733
2023-09-01,G4,SEA,DEN,1853,1952,0.0,-8.2,0,0,0.0,0.0,0.0,0.0,0.0,778
2023-09-01,F9,JFK,ATL,1156,1401,0.0,-1.4,0,0,0.0,0.0,0.0,0.0,0.0,297
2023-09-01,UA,ATL,CLT,1135,1416,3.5,-3.4,0,0,0.0,0.0,0.0,0.0,0.0,561
2023-09-01,B6,MIA,ORD,1915,2117,3.2,-17.7,0,0,0.0,0.0,0.0,0.0,0.0,695
2023-09-01,HA,JFK,CLT,1447,1702,23.1,0.3,0,0,0.0,0.0,0.0,0.0,0.0,909
2023-09-01,NK,MIA,DEN,1159,1409,0.0,-5.8,0,0,0.0,0.0,0.0,0.0,0.0,979
2023-09-01,F9,SEA,DFW,1252,1447,0.0,-2.5,0,0,0.0,0.0,0.0,0.0,0.0,1188
2023-09-01,B6,DFW,MIA,1622,1725,0.0,-3.5,0,0,0.0,0.0,0.0,0.0,0.0,1434
2023-09-01,AA,ORD,IAH,1745,2000,0.0,-3.6,0,0,0.0,0.0,0.0,0.0,0.0,1007
2023-09-01,WN,ORD,MCO,1346,1550,0.0,-6.0,0,0,0.0,0.0,0.0,0.0,0.0,570
2023-09-01,AS,PHX,MCO,1319,1551,0.0,15.3,0,0,0.0,0.0,0.0,0.0,0.0,1308
2023-09-01,NK,ORD,ATL,1200,1428,0.0,9.8,0,0,0.0,0.0,0.0,0.0,0.0,624
2023-09-01,G4,BOS,ATL,2158,2328,22.6,8.7,0,0,0.0,0.0,0.0,0.0,0.0,801
2023-09-01,G4,IAH,JFK,1154,1351,0.0,2.5,0,0,0.0,0.0,0.0,0.0,0.0,876
2023-09-01,G4,DFW,IAH,0705,0929,0.2,6.9,0,0,0.0,0.0,0.0,0.0,0.0,705
2023-09-01,AA,PHX,ORD,1245,1413,0.0,0.6,0,0,0.0,0.0,0.0,0.0,0.0,1120
2023-09-01,AS,IAH,LAS,1220,1501,7.7,31.6,0,0,0.0,0.0,0.0,0.0,0.0,1369
2023-09-01,NK,JFK,MIA,1240,1506,0.0,3.2,0,0,0.0,0.0,0.0,0.0,0.0,686
2023-09-01,WN,JFK,IAH,1317,1557,3.6,-3.8,0,0,0.0,0.0,0.0,0.0,0.0,761
2023-09-01,AA,CLT,SFO,1632,1720,20.8,20.0,0,0,0.0,0.0,0.0,0.0,0.0,591
2023-09-01,AA,ORD,BOS,1013,1216,0.0,14.6,0,0,0.0,0.0,0.0,0.0,0.0,566
2023-09-01,DL,MIA,LAX,1415,1601,0.0,4.1,0,0,0.0,0.0,0.0,0.0,0.0,599
