FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Distance
2023-11-01,AA,SFO,SEA,0619,0758,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,318
2023-11-01,G4,IAH,SFO,1056,1337,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1053
2023-11-01,WN,MIA,SEA,1307,1515,0.0,14.1,0,0,0.0,0.0,0.0,0.0,0.0,144
2023-11-01,AS,DEN,SEA,1016,1152,0.0,-12.7,0,0,0.0,0.0,0.0,0.0,0.0,1454
2023-11-01,AA,DEN,BOS,1841,1930,9.9,7.6,0,0,0.0,0.0,0.0,0.0,0.0,1058
2023-11-01,AA,BOS,SFO,2104,2300,0.0,7.7,0,0,0.0,0.0,0.0,0.0,0.0,722
2023-11-01,DL,LAX,JFK,0700,0920,7.0,9.6,0,0,0.0,0.0,0.0,0.0,0.0,1032
2023-11-01,HA,ATL,JFK,1107,1233,0.0,-3.7,0,0,0.0,0.0,0.0,0.0,0.0,534
2023-11-01,AS,LAS,IAH,1817,2010,0.0,15.2,0,0,0.0,0.0,0.0,0.0,0.0,519
2023-11-01,DL,SFO,JFK,1311,1440,0.0,-2.4,0,0,0.0,0.0,0.0,0.0,0.0,981
2023-11-01,G4,SEA,ORD,1222,1427,0.0,10.3,0,0,0.0,0.0,0.0,0.0,0.0,750
2023-11-01,HA,BOS,LAX,1522,1722,14.5,0.8,0,0,0.0,0.0,0.0,0.0,0.0,116
2023-11-01,G4,MCO,MIA,0651,0831,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,517
2023-11-01,UA,MCO,SEA,1553,1723,0.0,1.2,0,0,0.0,0.0,0.0,0.0,0.0,906
2023-11-01,G4,LAS,PHX,1442,1532,0.7,-1.7,0,0,0.0,0.0,0.0,0.0,0.0,1176
2023-11-01,AA,BOS,MIA,1020,1256,1.5,21.7,0,0,0.0,0.0,0.0,0.0,0.0,612
2023-11-01,F9,MIA,SFO,0730,0936,0.0,-0.5,0,0,0.0,0.0,0.0,0.0,0.0,258
2023-11-01,G4,ORD,SEA,0957,1247,0.0,-4.7,0,0,0.0,0.0,0.0,0.0,0.0,790
2023-11-01,HA,ATL,PHX,0858,1037,0.0,0.4,0,0,0.0,0.0,0.0,0.0,0.0,1119
2023-11-01,UA,JFK,SFO,1413,1500,0.0,-13.9,0,0,0.0,0.0,0.0,0.0,0.0,597
2023-11-01,WN,PHX,DEN,1734,1847,5.0,9.9,0,0,0.0,0.0,0.0,0.0,0.0,1074
2023-11-01,F9,SFO,ATL,1020,1216,0.0,7.8,0,0,0.0,0.0,0.0,0.0,0.0,837
2023-11-01,UA,ATL,DEN,1753,2017,13.9,14.5,0,0,0.0,0.0,0.0,0.0,0.0,817
2023-11-01,G4,JFK,DFW,1949,2202,0.0,8.2,0,0,0.0,0.0,0.0,0.0,0.0,865
2023-11-01,UA,PHX,SEA,0940,1137,0.0,2.1,0,0,0.0,0.0,0.0,0.0,0.0,855
2023-11-01,AS,ORD,DFW,1221,1327,0.0,-10.4,0,0,0.0,0.0,0.0,0.0,0.0,1087
2023-11-01,NK,MCO,ATL,1538,1727,0.0,12.3,0,0,0.0,0.0,0.0,0.0,0.0,1949
2023-11-01,DL,MIA,SFO,0812,1016,0.0,-8.8,0,1,,,,,,681
2023-11-01,DL,BOS,DFW,0945,1152,32.6,39.1,0,0,0.0,0.0,0.0,0.0,0.0,996
2023-11-01,AA,JFK,SFO,1632,1744,0.0,-23.2,0,0,0.0,0.0,0.0,0.0,0.0,564
2023-11-01,DL,CLT,IAH,1020,1155,0.0,-9.2,0,0,0.0,0.0,0.0,0.0,0.0,220
2023-11-01,AA,LAX,ATL,2123,2237,0.0,11.7,0,0,0.0,0.0,0.0,0.0,0.0,1056
2023-11-01,HA,MCO,SFO,0954,1206,0.0,-22.9,0,0,0.0,0.0,0.0,0.0,0.0,537
2023-11-01,DL,DFW,SFO,2125,2311,0.0,-29.9,0,0,0.0,0.0,0.0,0.0,0.0,521
2023-11-01,AS,LAS,PHX,1443,1701,0.0,11.5,0,0,0.0,0.0,0.0,0.0,0.0,601
2023-11-01,AS,BOS,MCO,1837,2040,0.0,3.5,0,0,0.0,0.0,0.0,0.0,0.0,1086
2023-11-01,DL,PHX,BOS,1118,1304,0.0,-3.4,0,0,0.0,0.0,0.0,0.0,0.0,1097
2023-11-01,B6,PHX,ATL,1717,1926,0.0,6.2,0,0,0.0,0.0,0.0,0.0,0.0,917
2023-11-01,B6,SFO,LAX,0831,1009,0.0,-15.2,0,0,0.0,0.0,0.0,0.0,0.0,1172
2023-11-01,HA,IAH,DFW,1632,1742,0.0,-8.9,0,0,0.0,0.0,0.0,0.0,0.0,572
2023-11-01,UA,BOS,ORD,0703,0827,23.3,15.4,0,0,1.0,0.0,11.0,0.0,0.0,751
2023-11-01,DL,ORD,IAH,1440,1641,0.0,-0.3,0,0,0.0,0.0,0.0,0.0,0.0,848
2023-11-01,B6,ATL,DFW,1009,1155,0.0,-9.4,0,0,0.0,0.0,0.0,0.0,0.0,310
2023-11-01,HA,LAX,DFW,0601,0753,0.0,-6.5,0,0,0.0,0.0,0.0,0.0,0.0,632
2023-11-01,NK,IAH,CLT,1830,2037,0.0,13.3,0,0,0.0,0.0,0.0,0.0,0.0,415
2023-11-01,G4,LAS,DEN,1356,1701,1.5,18.9,0,0,0.0,0.0,0.0,0.0,0.0,366
2023-11-01,AS,LAX,CLT,1707,1847,0.0,-2.5,0,0,0.0,0.0,0.0,0.0,0.0,812
2023-11-01,B6,DFW,PHX,1517,1806,0.0,7.1,0,0,0.0,0.0,0.0,0.0,0.0,626
2023-11-01,G4,CLT,ATL,2125,0001,22.6,24.9,0,0,0.0,43.0,3.0,0.0,22.0,555
2023-11-01,AA,DFW,DEN,0653,0854,0.0,-2.7,0,0,0.0,0.0,0.0,0.0,0.0,1091
2023-11-01,G4,ORD,SEA,1725,1912,0.0,4.8,0,0,0.0,0.0,0.0,0.0,0.0,1112
2023-11-01,B6,MCO,PHX,1823,2008,28.0,33.4,0,0,0.0,0.0,0.0,0.0,31.0,827
2023-11-01,DL,JFK,DEN,1245,1500,0.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,653
2023-11-01,WN,LAX,DFW,1523,1841,0.0,-0.8,1,0,,,,,,694
2023-11-01,G4,LAS,PHX,1002,1148,0.0,-7.8,0,0,0.0,0.0,0.0,0.0,0.0,615
2023-11-01,G4,PHX,CLT,1900,2125,19.8,26.5,0,0,0.0,0.0,0.0,2.0,0.0,538
2023-11-01,AA,MCO,SEA,2123,2332,41.3,38.8,0,0,0.0,0.0,0.0,0.0,0.0,625
2023-11-01,WN,MIA,LAX,1820,2015,0.0,-6.8,0,0,0.0,0.0,0.0,0.0,0.0,987
2023-11-01,B6,SFO,PHX,0603,0834,0.0,-3.0,0,0,0.0,0.0,0.0,0.0,0.0,594
2023-11-01,B6,ORD,CLT,0714,0824,0.0,24.5,0,0,0.0,0.0,0.0,0.0,0.0,649
